,Name,Compl_Name,place_id,types,International Phone Number,Website,rating,user_ratings_total,vicinity,location.lat,location.lng,Google maps URL
321,Chemist Store,,ChIJuzsXODIyGQ0R94E9rTUDRK8,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 135 0886,https://www.chemiststore.pt/,2.8,24.0,"R. Cidade de Bolama 11A, Lisboa",38.7615328,-9.1150728,https://maps.google.com/?cid=12629222784128352759
322,Nova dos Olivais,,ChIJ8242hSwyGQ0R1tXaAHIcn2E,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 851 6402,http://www.facebook.com/FARMACIANOVAOLIVAIS/,4.3,26.0,"R. Manhiça 469, Lisboa",38.7591541,-9.1077854,https://maps.google.com/?cid=7034372418942195158
323,Farmácia Vila Rio,,ChIJNbmV334xGQ0RtIDzBYbcjDo,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 926 759 467,,4.9,14.0,"Alameda dos Oceanos Lote 3, 13.01 Loja C, Lisboa",38.7555212,-9.0968635,https://maps.google.com/?cid=4218989419122884788
324,Well´s,,ChIJ3VgKrOozGQ0RzVp-hYzzxE0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 013 1265,https://www.continente.pt/stores/wells/pt-pt/public/Pages/homepage.aspx,4.0,1.0,"Av. Mar. Gomes da Costa 33, Lisboa",38.7577206,-9.113079,https://maps.google.com/?cid=3101049849887154462
325,Multibanco | Farmácia Nova dos Olivais,,ChIJveNFkCwyGQ0ROc77ev8x2ZE,"['atm', 'finance', 'point_of_interest', 'establishment']",+351 21 851 6402,http://www.facebook.com/FARMACIANOVAOLIVAIS/,0.0,0.0,"R. Manhiça 469, Lisboa",38.7592242,-9.1076992,https://maps.google.com/?cid=7034372418942195158
326,Well´s,,ChIJC--x8IQzGQ0RUMNUPVZ4MTU,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 013 1265,https://www.continente.pt/stores/wells/pt-pt/public/Pages/homepage.aspx,2.6,15.0,"R. Morais Soares N. 82F, Lisboa",38.7329273,-9.130832500000002,https://maps.google.com/?cid=3101049849887154462
327,River Pharmacy,,ChIJHxNok3A0GQ0R3CNotudBKzM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 807 0474,,4.3,15.0,"Farmácia do Rio Av. Infante D. Henrique Terminal Fluvial do Terreiro do Paço, Lisboa",38.7069544,-9.1332181,https://maps.google.com/?cid=3687113183386411996
328,Pharmacy Cruz de Malta,,ChIJLzOfUnQ0GQ0R6B1tv5uoTpc,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 886 6126,https://www.facebook.com/farmcruzdemalta/,4.1,21.0,"R. Jardim do Tabaco 94, Lisboa",38.7117284,-9.1269431,https://maps.google.com/?cid=10902837134795546088
329,Farmácia Portela,,ChIJnUgQvAEzGQ0RRe0xa2SX4AQ,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 269 9203,http://magicpharma.pt/,3.3,4.0,"Continente Modelo Portela Ralis, Av. do Ralis 5, Portela",38.78268680000001,-9.1177846,https://maps.google.com/?cid=17059419264440129560
330,Ascenso,,ChIJmThX_xUyGQ0RVIeaIhzVD2U,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",,,4.3,22.0,"Praça do Norte 11, Lisboa",38.7774383,-9.1186217,"https://maps.google.com/?q=R.+Maria+Guilhermina+Ascenso,+2670+Loures,+Portugal&ftid=0xd1ed34b694bf359:0x472b5ead6d0e6cdb"
331,Farmácia do Prior Velho,,ChIJL7JHEnMyGQ0RsiSAYBh3aQo,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 940 0882,https://www.farmaciasdeservico.net/f/26603/Farmacia_do_Prior_Velho/,4.1,21.0,"Praça Gil Vicente 2B, Prior Velho",38.7944859,-9.1188977,https://maps.google.com/?cid=750261759515829426
332,Farmacia Nova da Charneca,,ChIJH4EWYXwyGQ0Rnze8gbwTBRI,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 940 5024,https://farmacia-nova-da-charneca.negocio.site/,4.4,10.0,"R. Cidade de Lisboa 9 a, Camarate",38.7883386,-9.1411428,https://maps.google.com/?cid=1298465767917631391
333,Matos Pharmacy,,ChIJQdz31A0yGQ0R00QTJX7KFU8,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 934 3288,https://www.farmaciasdeservico.net/f/13420/Farmacia_NovaOdivelas/,4.0,14.0,"R. de Moçambique nº 87 C/D, Prior Velho",38.7897998,-9.1221361,https://maps.google.com/?cid=13083645549762427928
334,Lisboa Olivais Norte.,,ChIJo_Kk9sIzGQ0RizejIbO4u78,"['pharmacy', 'veterinary_care', 'health', 'point_of_interest', 'store', 'establishment']",,,5.0,2.0,"R. Francisco Mantero n 26 2D, Lisboa",38.7809782,-9.1219431,"https://maps.google.com/?q=Olivais+Norte,+1800-323+Lisboa,+Portugal&ftid=0xd19323b9861e075:0xd44dddb707fed373"
335,Zira,,ChIJv9yGFTsyGQ0RDxHGfDh7Qak,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 853 6105,http://www.freemacia.pt/,4.3,8.0,"Praça das Casas Novas 5B, Lisboa",38.7719449,-9.1138983,https://maps.google.com/?cid=12196164748437754127
336,Central dos Olivais,,ChIJK_fkt5vOHg0R0rgxeVRJZf8,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 851 5539,,4.3,12.0,"R. Alferes Barrilaro Ruas 7C, Lisboa",38.775326,-9.112731,https://maps.google.com/?cid=18403196079478782162
337,Antunes Rosas,,ChIJw5NO7DAyGQ0RtgFGcu7VzEA,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 851 3610,,4.7,10.0,"Praça Cidade São Salvador 199, Lisboa",38.7657219,-9.1161405,https://maps.google.com/?cid=4669342133772485046
338,Parafarmácia Pharmaria,,ChIJYboKz7wzGQ0RphAoSisUh64,"['drugstore', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 886 3640,,4.2,5.0,"Av. Guerra Junqueiro 22B, Lisboa",38.739196,-9.1356726,https://maps.google.com/?cid=12576042660615688358
339,Farmácia São Bartolomeu,,ChIJj_3eloMyGQ0RigirAABJdqo,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 756 0166,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=18643,3.5,15.0,"R. Barata Feyo 13, Lisboa",38.7924757,-9.1549047,https://maps.google.com/?cid=12283085298059643018
340,Farmácia Codivel,,ChIJpcwwtfQxGQ0RjtHIzqtTr38,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 937 0246,https://www.gruporeisbarata.com/,4.5,38.0,"Praceta João de Lemos 1, Odivelas",38.7967523,-9.171624,https://maps.google.com/?cid=9200664561114993038
341,Farmácia Monserrate,,ChIJYZj6U6YyGQ0RLESMOSsLnRE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 931 1139,https://www.farmaciasdeservico.net/f/13501/Farmacia_Monserrate/,3.9,16.0,"R. Guilherme Gomes Fernandes 31, Odivelas",38.7905386,-9.176471,https://maps.google.com/?cid=1269182950265340972
342,Pharmacy Central de Odivelas,,ChIJIRxYdqYyGQ0RVV-7z6Ui4zs,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 931 8997,https://www.farmaciasdeservico.net/f/13749/Farmacia_Central_de_Odivelas_Lda./,4.1,46.0,"Alameda Infante Dom Henrique 1, Odivelas",38.7883284,-9.176992,https://maps.google.com/?cid=4315330963501178709
343,Farmácia Nova Olival Basto,,ChIJ7yukAJ8yGQ0RYce7FImdZ8E,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 937 0305,https://www.facebook.com/Farmacianova.olivalbasto/,4.7,15.0,"R. Açores 11A, Olival Basto",38.7917865,-9.1653335,https://maps.google.com/?cid=13936280784005220193
344,Farmácia Gonçalves,,ChIJoa91WqcyGQ0RKdCVtZhiy8I,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 931 5662,https://m.facebook.com/farmaciagoncalvesdeodivelas/,4.5,27.0,"R. Dr. Egas Moniz 30-B, Odivelas",38.7935007,-9.174037600000002,https://maps.google.com/?cid=14036421071651328041
345,Farmácia Lúcia Soares,,ChIJ3yT_KoAtGQ0Rfk1ko5SA-8c,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 948 7935,https://www.farmaciasdeservico.net/f/26085/Farmacia_Lucia_Soares/,5.0,6.0,"R. Cidade Viseu 5B, Camarate",38.7982814,-9.1455074,https://maps.google.com/?cid=14410252808586808702
346,Farmácia Cipriano,,ChIJR4CSNmEtGQ0Rxy4rOWG7kvY,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 937 2803,,4.6,17.0,"R. Dr. Mário Sacramento 9, C V, Póvoa de Santo Adrião",38.799305,-9.1638975,https://maps.google.com/?cid=17767469506175381191
347,Farmácia Odivelas,,ChIJ50c-BlgtGQ0RMCm_Z5rntJc,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 931 5446,https://www.farmaciasdeservico.net/localidade/lisboa/odivelas,4.4,23.0,"Av. Prof. Dr. Augusto Abreu Lopes 29A, Odivelas",38.7935268,-9.1781299,https://maps.google.com/?cid=10931616845886597424
348,Farmácia Nabais Vicente,,ChIJv9WiCVotGQ0RFZumvmQtJjk,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 934 5959,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=21822,4.6,15.0,"R. Artur Bual 3A Loja ESQ, Odivelas",38.7992841,-9.1784738,https://maps.google.com/?cid=4118028819995466517
349,Farmácia Serra,,ChIJ8_kJf2QtGQ0RLTz9fiN3j7Y,"['health', 'point_of_interest', 'establishment']",+351 21 917 1216,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=25178,4.6,11.0,"Largo Maj. Rosa Bastos 22, Póvoa de Santo Adrião",38.8001996,-9.1599429,https://maps.google.com/?cid=12876870252383578918
350,Farmácia Batalha, Lda.,ChIJjUXOPoktGQ0RToP4osGAOE0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 947 1069,https://www.facebook.com/farmaciabatalhalda/,4.2,10.0,"R. Avelino Salgado de Oliveira 8A, Camarate",38.8013359,-9.1306323,https://maps.google.com/?cid=5564338908767486798
351,Amadora , Farmácia Romeiro,ChIJI3qOQAvNHg0RqTBKy_W9BwI,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 491 9050,https://www.facebook.com/FarmaciaRomeiro/?__tn__=%2Cd%2CP-R&eid=ARDzvnpbnNIOziA7ALov-s21hyj4RS4w618SujFZjKcYSIGMfae7oUTeiwJeR0QJyVqL0KpzTftMQPCp,4.7,17.0,"R. Cmte. Ramiro Correia 14D E, Amadora",38.7676593,-9.230156,https://maps.google.com/?cid=146294376288104617
352,Farmácia Nunes,,ChIJ88RtuwvNHg0Rie-5jHFsDWI,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 216 0562,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=14354,4.0,15.0,"Estr. Serra da Mira 26 A, Amadora",38.7648149,-9.2300046,https://maps.google.com/?cid=552058491429975499
353,Farmácia Alto da Brandoa,,ChIJKU16XA3NHg0R3FpYQlttJrY,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 476 0347,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=15814,4.2,29.0,"R. Joaquim Tim Tim Sitima 28A, Amadora",38.7684063,-9.2237622,https://maps.google.com/?cid=13125298402740427484
354,Farmácia Dolce Vita,,ChIJed7UHm_NHg0RYWi9tT8KVJM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 479 4400,https://www.farmaciadolcevitaonline.pt/,3.7,37.0,"Ubbo, Av. José Garcês 46 C. C, Amadora",38.7779164,-9.220358,https://maps.google.com/?cid=10616121490367408225
355,Farmácia do Guizo,,ChIJcUU-hjvNHg0RpfIkYPKjLvc,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 980 9940,,4.5,14.0,"Urbanização do, R. Moinho do Guizo lote A6 Piso 0 6 loja a, Amadora",38.789332,-9.226936600000002,https://maps.google.com/?cid=17811353837687337637
356,Farmácia São Damião,,ChIJrQbpt4LNHg0RVt7gdFzBy_4,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 498 5110,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=25909,3.5,19.0,"Av. Dr. Armando Romão 3A, Amadora",38.7792688,-9.2353357,https://maps.google.com/?cid=18359980908748004950
357,Pharmacy Carenque,,ChIJeVFylqfNHg0Rvu6F88oB1ds,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 434 2710,,2.7,6.0,"Estr. Águas Livres 120B, Amadora",38.7719486,-9.2518796,https://maps.google.com/?cid=15840569235526250174
358,Farmácia Soares Correia,,ChIJdxHlI3jNHg0RXvrTyOjrnBg,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 492 6105,https://www.farmaciasdeservico.net/f/21180/Farmacia_Soares_Correia/,4.0,5.0,"Rua, Av. Dr. Fernando Piteira Santos 18A, Amadora",38.7790418,-9.2325388,https://maps.google.com/?cid=1773551738311408222
359,Farmácia Casal da Mira,,ChIJcUU-hjvNHg0RFpPQhb_67nI,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 492 9100,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=27146,4.2,11.0,"R. Ramiro Martins 7A, Amadora",38.7823218,-9.2229038,https://maps.google.com/?cid=8281832465271657238
360,Farmácia Carlos,,ChIJicB0NgrNHg0RbZJVrkp3oJI,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 291 8444,https://www.facebook.com/farmaciacarlos.caparica/,4.5,15.0,"Av. Fernando Valle 19B, Amadora",38.7672733,-9.2375186,https://maps.google.com/?cid=2614711233900964114
361,Farmácia ao domicílio,,ChIJk7IVPkctGQ0RU1ZE0TL-6TM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 726 4450,https://farmaciaaltodosmoinhos.com/,3.7,3.0,"C. Comercial Dolce Vita, Loja 46, Amadora",38.7777038,-9.2204606,https://maps.google.com/?cid=15308364878587538602
362,Farmácia Miraserra, Lda,ChIJmc76I3jNHg0RK_83zsiw1bM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 492 6105,,4.3,4.0,"Av. Dr. Fernando Piteira Santos 16, Amadora",38.7790069,-9.2324772,https://maps.google.com/?cid=12958457879328194347
363,Farmacia Dias e Brito,,ChIJI11xNKHNHg0RxgtjAg6SOc0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 494 0118,https://farmaciadiasebrito.pt/,4.7,21.0,"Av. Marquês de Pombal 45A, Amadora",38.7629009,-9.2380561,https://maps.google.com/?cid=14788011440314977222
364,Farmácia Tavares de Matos e Neca Lda,,ChIJ2XL3OxPNHg0Rdc97zjhz4W0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 474 3220,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=19330,4.2,5.0,"R. Irene Lisboa Lote 308A, Amadora",38.7683615,-9.2193607,https://maps.google.com/?cid=7917736307713625973
365,Farmácia Azeredo,,ChIJA16yjL_NHg0R6JoYGGayRXY,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 435 0879,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=25119,4.3,23.0,"Urbanização Quinta do Mirante Lote 47, Queluz",38.76518540000001,-9.2557584,https://maps.google.com/?cid=8522414021429205736
366,Ahmed Drogaria,,ChIJOfHE-KPNHg0RXhhidnccECU,"['drugstore', 'health', 'point_of_interest', 'store', 'establishment']",+351 920 100 175,,5.0,2.0,"Av. Gen. Humberto Delgado 151A, Amadora",38.7626205,-9.2401635,https://maps.google.com/?cid=2670665878443530334
367,Farmácia Brito,,ChIJj8pXahXNHg0RkViE0iKD_vw,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 965 186 490,http://www.phact.pt/,3.9,9.0,"encosta do sol, Largo 1º de Maio 2, Amadora",38.7665498,-9.2132048,https://maps.google.com/?cid=14975762846015073636
368,Farmácia Carmele,,ChIJO3wK-QXNHg0RUhslTamffgM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 495 8303,https://www.facebook.com/profile.php?id=100063545741516,4.1,16.0,"R. Elias Garcia 123 A, Amadora",38.758039,-9.2281611,https://maps.google.com/?cid=251814178671893330
369,Farmácia Amadora,,ChIJ_R8qzwnNHg0RGy2bwiRomZQ,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 498 5110,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=25909,4.4,30.0,"Praça 25 de Abril 3 A, Amadora",38.7609583,-9.2332023,https://maps.google.com/?cid=18359980908748004950
370,Farmácia Flama,,ChIJF88omVbNHg0RTjUzjAuG51w,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 493 2485,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=12882,4.2,5.0,"R. Elias Garcia 86, Queluz",38.7572911,-9.223002,https://maps.google.com/?cid=8641382907379048818
371,Farmácia Flama,,ChIJ5X72yhrNHg0RcuF1Yvhb7Hc,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 493 2485,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=12882,4.0,6.0,"R. Elias Garcia 86A, Amadora",38.7572445,-9.2228917,https://maps.google.com/?cid=8641382907379048818
372,Well´s,,ChIJn7wvw6fNHg0RcBB9wvCQPRA,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 013 1265,https://www.continente.pt/stores/wells/pt-pt/public/Pages/homepage.aspx,4.0,1.0,"Casal De Alfornelos Encosta Do Sol, Lisboa",38.7630426,-9.2074796,https://maps.google.com/?cid=3101049849887154462
373,Farmácia da Paiã,,ChIJn7ubcFzNHg0RdD9IQ1sm8gI,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 963 484 718,https://www.facebook.com/farmaciadapaia/,4.0,6.0,"R. Maj. João Luís de Moura 11, Pontinha",38.7839574,-9.2069517,https://maps.google.com/?cid=2417302456435239639
374,Farmácia Santa Rita,,ChIJN-myiWbNHg0RyMDOEQhZe4Q,"['health', 'point_of_interest', 'establishment']",+351 21 478 5162,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=26964,5.0,2.0,"R. Ferreira Borges 2B, Pontinha",38.78264679999999,-9.2167266,https://maps.google.com/?cid=9546321726335271112
375,Farmácia da Paiã , Odivelas,ChIJb8_t4r_NHg0R12qA1sb7iyE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 963 484 718,https://www.facebook.com/farmaciadapaia/,5.0,13.0,"R. Maj. João Luís de Moura 11 Loja, Pontinha",38.7840172,-9.2068351,https://maps.google.com/?cid=2417302456435239639
376,Farmacia Campos,,ChIJ--lR46fNHg0RPhA3DItITpE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 215 2847,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=19712,4.1,22.0,"R. Elias Garcia 187, Amadora",38.7579929,-9.2349624,https://maps.google.com/?cid=1728208693739235477
377,Saúde Impar, S.A.,ChIJQVNjgWXNHg0R5h4WZEcXfUo,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 479 4400,https://empresite.jornaldenegocios.pt/SAUDE-IMPAR.html,0.0,0.0,"Av. José Garcês 32, Loja 46",38.77997149999999,-9.220152,https://maps.google.com/?cid=5367471926284787430
378,Farmácia Girassol,,ChIJw5np0RjNHg0RGO302PLL0nY,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 583 1583,,3.7,12.0,"R. Elias Garcia 17-C, Amadora",38.7545583,-9.2142491,https://maps.google.com/?cid=8562130085467188504
379,Farmácia Jardim,,ChIJ1cdb-gDNHg0RdJKcVQyesco,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 324 0419,http://www.farmaciasprogresso.pt/,3.8,29.0,"Av. Conde Oeiras 12C, Amadora",38.75301320000001,-9.2327697,https://maps.google.com/?cid=2852685421920581643
380,Farmácia Central Amadora,,ChIJa-_Q_KbNHg0R4-4dH9XNrfw,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 493 2210,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=14656,4.1,19.0,"Av. Cardoso Lopes 25, Amadora",38.7607828,-9.2369929,https://maps.google.com/?cid=18207435183762566883
381,Farmácia São Jorge,,ChIJYVbSQgHNHg0RDnJQrnfPUJM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 495 1703,,3.8,14.0,"Reboleira, R. Pedro Del Negro 3D, Amadora",38.7518185,-9.2293207,https://maps.google.com/?cid=10615212434644824590
382,Farmácia Heleno,,ChIJY0xJNx3NHg0ReygYyx-k9dk,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 495 8746,,4.8,25.0,"lote 7 lj b 350, Av. Manuel Alpedrinha 3, Reboleira",38.7500043,-9.2228413,https://maps.google.com/?cid=15705639731982772347
383,Farmácia Confiança da Damaia,Limitada,ChIJiXVuAuLMHg0R9NdHPbHpoLg,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 497 1023,http://www.confianca.pt/,4.8,10.0,"R. Bartolomeu Dias 15 B, Damaia",38.7482589,-9.2176724,https://maps.google.com/?cid=13303890246699046900
384,Farmácia Helénica,,ChIJD2LcYqbNHg0RhoFEsW_EukA,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 493 3613,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=11053,4.6,10.0,"R. Elias Garcia 372 C, Amadora",38.75984649999999,-9.2388691,https://maps.google.com/?cid=4664256348090040710
385,Farmácia Da Igreja,,ChIJd3lBq6jNHg0RsERA-5wZZAc,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 935 475 913,,4.7,16.0,"Praça da Igreja 22 A, Amadora",38.7571206,-9.2396956,https://maps.google.com/?cid=532578817957446832
386,Farmácia Nova Portas de Benfica,,ChIJdyxPkCHNHg0R3c6W1tc1X-E,"['pharmacy', 'drugstore', 'veterinary_care', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 474 2530,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=08583,4.3,49.0,"R. Elias Garcia 10G, Amadora",38.7538608,-9.2104697,https://maps.google.com/?cid=16239757982455746269
